stationId;name;type;status;latitude;longitude;created;operationFrom;operationTo;validFrom;validTo
29393;Korsør Havn I;Tide-gauge-primary;Active;55,3315;11,1409;2020-11-18 08:17:57.055;1991-10-19 00:00:00;n/a;2000-10-12 00:00:00.000;2014-05-13 00:00:00.000
29393;Korsør Havn I;Tide-gauge-primary;Active;55,3307;11,1422;2020-11-18 08:17:57.055;1991-10-19 00:00:00;n/a;2014-05-13 00:00:00.000;n/a
29394;Korsør Havn II;Tide-gauge-secondary;Active;55,3307;11,1422;2020-11-18 08:17:57.055;2014-05-13 00:00:00;n/a;2014-05-13 00:00:00.000;n/a
30017;Hornbæk Havn;Tide-gauge-primary;Active;56,0934;12,4571;2020-11-18 08:17:57.055;1991-11-08 00:00:00;n/a;1991-11-08 00:00:00.000;n/a
30018;Hornbæk Havn;Tide-gauge-primary;Active;56,0934;12,4571;2020-11-18 08:17:57.055;1891-01-01;1991-10-11 00:00:00;1891-01-01 00:00:00.000;1991-10-11 00:00:00.000
30018;Hornbæk Havn;Tide-gauge-primary;Inactive;56,0934;12,4571;2020-11-18 08:17:57.055;1891-01-01;1991-10-11 00:00:00;1991-10-11 00:00:00.000;n/a
30202;Vedbæk Havn I;Tide-gauge-primary;Active;55,8491;12,5715;2020-11-18 08:17:57.055;2011-12-20 00:00:00;n/a;2011-12-20 00:00:00.000;n/a
30203;Vedbæk Havn II;Tide-gauge-secondary;Active;55,8491;12,5715;2020-11-18 08:17:57.055;2011-12-21 00:00:00;n/a;2011-12-21 00:00:00.000;n/a
30336;Københavns Havn;Tide-gauge-primary;Active;55,7042;12,5988;2020-11-18 08:17:57.055;1999-06-24 00:00:00;n/a;1999-06-24 00:00:00.000;2001-04-06 00:00:00.000
30336;Københavns Havn;Tide-gauge-primary;Active;55,7044;12,599;2020-11-18 08:17:57.055;1999-06-24 00:00:00;n/a;2001-04-06 00:00:00.000;2011-01-19 00:00:00.000
30336;Københavns Havn;Tide-gauge-primary;Active;55,7043;12,5989;2020-11-18 08:17:57.055;1999-06-24 00:00:00;n/a;2011-01-19 00:00:00.000;n/a
30337;Københavns Havn;Tide-gauge-primary;Active;55,6894;12,5992;2020-11-18 08:17:57.055;1989-08-24 00:00:00;1999-09-06 00:00:00;1989-08-24 00:00:00.000;1999-09-06 00:00:00.000
30337;Københavns Havn;Tide-gauge-primary;Inactive;55,6894;12,5992;2020-11-18 08:17:57.055;1989-08-24 00:00:00;1999-09-06 00:00:00;1999-09-06 00:00:00.000;n/a
30338;Københavns Havn;Tide-gauge-primary;Active;55,6894;12,5992;2020-11-18 08:17:57.055;1984-12-31 00:00:00;1991-05-02 00:00:00;1984-12-31 00:00:00.000;1991-05-02 00:00:00.000
30338;Københavns Havn;Tide-gauge-primary;Inactive;55,6894;12,5992;2020-11-18 08:17:57.055;1984-12-31 00:00:00;1991-05-02 00:00:00;1991-05-02 00:00:00.000;n/a
30339;Københavns Havn;Tide-gauge-primary;Active;55,6896;12,5993;2020-11-18 08:17:57.055;1974-07-18 00:00:00;1985-01-01 00:00:00;1974-07-18 00:00:00.000;1985-01-01 00:00:00.000
30339;Københavns Havn;Tide-gauge-primary;Inactive;55,6896;12,5993;2020-11-18 08:17:57.055;1974-07-18 00:00:00;1985-01-01 00:00:00;1985-01-01 00:00:00.000;n/a
