2018-01-01 00:00,12
2018-01-01 00:10,15
2018-01-01 00:20,14
2018-01-01 00:30,16
2018-01-01 00:40,16
2018-01-01 00:50,15
2018-01-01 01:00,17
2018-01-01 01:10,18
2018-01-01 01:20,20
2018-01-01 01:30,21
2018-01-01 01:40,21
2018-01-01 01:50,23
2018-01-01 02:00,24
2018-01-01 02:10,24
2018-01-01 02:20,24
2018-01-01 02:30,24
2018-01-01 02:40,24
2018-01-01 02:50,24
2018-01-01 03:00,24
2018-01-01 03:10,24
2018-01-01 03:20,24
2018-01-01 03:30,24
2018-01-01 03:40,22
2018-01-01 03:50,21
2018-01-01 04:00,20
2018-01-01 04:10,18
2018-01-01 04:20,15
2018-01-01 04:30,14
2018-01-01 04:40,13
2018-01-01 04:50,10
2018-01-01 05:00,9
2018-01-01 05:10,7
2018-01-01 05:20,5
2018-01-01 05:30,5
2018-01-01 05:40,4
2018-01-01 05:50,3
2018-01-01 06:00,1
2018-01-01 06:10,2
2018-01-01 06:20,0
2018-01-01 06:30,0
2018-01-01 06:40,-5
2018-01-01 06:50,-4
2018-01-01 07:00,-8
2018-01-01 07:10,-7
2018-01-01 07:20,-9
2018-01-01 07:30,-12
2018-01-01 07:40,-15
2018-01-01 07:50,-15
2018-01-01 08:00,-20
2018-01-01 08:10,-20
2018-01-01 08:20,-21
2018-01-01 08:30,-22
2018-01-01 08:40,-22
2018-01-01 08:50,-22
2018-01-01 09:00,-22
2018-01-01 09:10,-23
2018-01-01 09:20,-20
2018-01-01 09:30,-18
2018-01-01 09:40,-13
2018-01-01 09:50,-13
2018-01-01 10:00,-13
2018-01-01 10:10,-10
2018-01-01 10:20,-8
2018-01-01 10:30,-4
2018-01-01 10:40,-3
2018-01-01 10:50,-2
2018-01-01 11:00,0
2018-01-01 11:10,3
2018-01-01 11:20,5
2018-01-01 11:30,10
2018-01-01 11:40,10
2018-01-01 11:50,13
2018-01-01 12:00,16
2018-01-01 12:10,16
2018-01-01 12:20,18
2018-01-01 12:30,19
2018-01-01 12:40,24
2018-01-01 12:50,23
2018-01-01 13:00,25
2018-01-01 13:10,26
2018-01-01 13:20,31
2018-01-01 13:30,29
2018-01-01 13:40,32
2018-01-01 13:50,33
2018-01-01 14:00,37
2018-01-01 14:10,41
2018-01-01 14:20,45
2018-01-01 14:30,45
2018-01-01 14:40,49
2018-01-01 14:50,49
2018-01-01 15:00,52
2018-01-01 15:10,56
2018-01-01 15:20,56
2018-01-01 15:30,60
2018-01-01 15:40,60
2018-01-01 15:50,63
2018-01-01 16:00,64
2018-01-01 16:10,63
2018-01-01 16:20,62
2018-01-01 16:30,62
2018-01-01 16:40,61
2018-01-01 16:50,60
2018-01-01 17:00,57
2018-01-01 17:10,55
2018-01-01 17:20,54
2018-01-01 17:30,54
2018-01-01 17:40,51
2018-01-01 17:50,48
2018-01-01 18:00,46
2018-01-01 18:10,43
2018-01-01 18:20,41
2018-01-01 18:30,40
2018-01-01 18:40,38
2018-01-01 18:50,35
2018-01-01 19:00,32
2018-01-01 19:10,31
2018-01-01 19:20,30
2018-01-01 19:30,27
2018-01-01 19:40,27
2018-01-01 19:50,23
2018-01-01 20:00,22
2018-01-01 20:10,21
2018-01-01 20:20,19
2018-01-01 20:30,18
2018-01-01 20:50,15
2018-01-01 21:00,15
2018-01-01 21:10,13
2018-01-01 21:20,13
2018-01-01 21:30,14
2018-01-01 21:40,14
2018-01-01 21:50,13
2018-01-01 22:00,12
2018-01-01 22:10,11
2018-01-01 22:20,12
2018-01-01 22:30,10
2018-01-01 22:40,10
2018-01-01 22:50,10
2018-01-01 23:00,11
2018-01-01 23:10,14
2018-01-01 23:20,16
2018-01-01 23:30,17
2018-01-01 23:40,19
2018-01-01 23:50,20
2018-01-02 00:00,20
2018-01-02 00:10,22
2018-01-02 00:20,24
2018-01-02 00:30,25
2018-01-02 00:40,28
2018-01-02 00:50,28
2018-01-02 01:00,30
2018-01-02 01:10,32
2018-01-02 01:20,33
2018-01-02 01:30,34
2018-01-02 01:40,33
2018-01-02 01:50,34
2018-01-02 02:00,35
2018-01-02 02:10,34
2018-01-02 02:20,35
2018-01-02 02:30,37
2018-01-02 02:40,37
2018-01-02 02:50,37
2018-01-02 03:00,39
2018-01-02 03:10,39
2018-01-02 03:20,40
2018-01-02 03:30,39
2018-01-02 03:40,40
2018-01-02 03:50,41
2018-01-02 04:00,40
2018-01-02 04:10,40
2018-01-02 04:20,39
2018-01-02 04:30,38
2018-01-02 04:40,37
2018-01-02 04:50,37
2018-01-02 05:00,37
2018-01-02 05:10,35
2018-01-02 05:20,34
2018-01-02 05:30,31
2018-01-02 05:40,30
